best_id_articulo,best_codigo,best_articulo,best_marca,best_modelo,best_colores,best_talle,best_pack,status,confianza,score,razon,admin_IDArt,admin_id_manual,admin_NombreArticulo,admin_CodArtProv,admin_tipo_art_fab,candidatos_n,alt1_IDArt,alt1_nombre,alt1_score,alt2_IDArt,alt2_nombre,alt2_score
AT2401NENE4,AT2401,Atomik 2401(Atk-Caña)Media Liso x2 Ne/Ne 4,Atomik,2401,NE/NE,4,2,MATCH_ALTO,alta,96,B_model+talle+color_overlap_1+color0+pack+marca,129,2401,2401 TL Atomik Media Liso Negro 2P,,Terminado,8,1137,2401 T4 Atomik Media Liso Blanco Logo Negro 1Par,90,1138,2401 T4 Atomik Media Liso Negro Logo Blanco 1Par,90
AT2401NENE5,AT2401,Atomik 2401(Atk-Caña)Media Liso x2 Ne/Ne 5,Atomik,2401,NE/NE,5,2,MATCH_ALTO,alta,96,B_model+talle+color_overlap_1+color0+pack+marca,127,2401,2401 TM Atomik Media Liso Negro 2P,,Terminado,8,1139,2401 T5 Atomik Media Liso Blanco Logo Negro 1Par,90,1140,2401 T5 Atomik Media Liso Negro Logo Blanco 1Par,90
AT2402BLBLBL4,AT2402,Atomik 2402(Atk-1025)Soquete Unisex Basico x3 Bl/Bl/Bl 4,Atomik,2402,BL/BL/BL,4,3,MATCH_ALTO,alta,97,B_model+talle+color_overlap_1+color0+pack+marca+jaccard_0.38,134,2402,2402 TL Atomik Soquete Unisex Basico Blanco 3P,,Terminado,12,1318,2402 T4 Atomik Soquete Unisex Basico Blanco Logo Negro 1Par,91,1320,2402 T4 Atomik Soquete Unisex Basico Negro  Logo Blanco 1Par,91
AT2402BLBLBL5,AT2402,Atomik 2402(Atk-1025)Soquete Unisex Basico x3 Bl/Bl/Bl 5,Atomik,2402,BL/BL/BL,5,3,MATCH_ALTO,alta,97,B_model+talle+color_overlap_1+color0+pack+marca+jaccard_0.38,131,2402,2402 TM Atomik Soquete Unisex Basico Blanco 3P,,Terminado,12,1321,2402 T5 Atomik Soquete Unisex Basico Blanco Logo Negro 1Par,91,1323,2402 T5 Atomik Soquete Unisex Basico Negro Logo Blanco 1Par,91
AT2402NENENE5,AT2402,Atomik 2402(Atk-1025)Soquete Unisex Basico x3 Ne/Ne/Ne 5,Atomik,2402,NE/NE/NE,5,3,MATCH_ALTO,alta,97,B_model+talle+color_overlap_1+color0+pack+marca+jaccard_0.38,132,2402,2402 TM Atomik Soquete Unisex Basico Negro 3P,,Terminado,12,1321,2402 T5 Atomik Soquete Unisex Basico Blanco Logo Negro 1Par,91,1322,2402 T5 Atomik Soquete Unisex Basico Gmel Logo Negro 1Par,91
AT2403BLBLBL4,AT2403,Atomik 2403(Atk-1930)Soquete Unisex Invisible x3 Bl/Bl/Bl 4,Atomik,2403,BL/BL/BL,4,3,MATCH_ALTO,alta,97,B_model+talle+color_overlap_1+color0+pack+marca+jaccard_0.38,137,2403,2403 TL Atomik Soquete Unisex Invisible Blanco 3P,,Terminado,12,1339,2403 T4 Atomik Soquete Unisex Invisible Blanco Logo Negro 1Par,91,1341,2403 T4 Atomik Soquete Unisex Invisible Negro Logo Blanco 1Par,91
AT2403NENENE4,AT2403,Atomik 2403(Atk-1930)Soquete Unisex Invisible x3 Ne/Ne/Ne 4,Atomik,2403,NE/NE/NE,4,3,MATCH_ALTO,alta,97,B_model+talle+color_overlap_1+color0+pack+marca+jaccard_0.38,1128,2403,2403 TL Atomik Soquete Unisex Invisible Negro 3P,,Terminado,12,1339,2403 T4 Atomik Soquete Unisex Invisible Blanco Logo Negro 1Par,91,1340,2403 T4 Atomik Soquete Unisex Invisible Gmel Logo Negro 1Par,91
AT2403NENENE5,AT2403,Atomik 2403(Atk-1930)Soquete Unisex Invisible x3 Ne/Ne/Ne 5,Atomik,2403,NE/NE/NE,5,3,MATCH_ALTO,alta,97,B_model+talle+color_overlap_1+color0+pack+marca+jaccard_0.38,1127,2403,2403 TM Atomik Soquete Unisex Invisible Negro 3P,,Terminado,12,1324,2403 T5 Atomik Soquete Unisex Invisible Blanco Logo Negro 1Par,91,1325,2403 T5 Atomik Soquete Unisex Invisible Gmel Logo Negro 1Par,91
AT2406BLBL1,AT2406,Atomik 2406(Atk-7374Liso)Soquete Liso x2 Bl/Bl 1,Atomik,2406,BL/BL,1,2,MATCH_ALTO,alta,96,B_model+talle+color_overlap_1+color0+pack+marca,138,2406,2406 T1 Atomik Soquete Liso Blanco 2P,,Terminado,12,1327,2406 T1 Atomik Soquete Liso Blanco Logo Negro 1Par,90,1328,2406 T1 Atomik Soquete Liso Negro Logo Blanco 1Par,90
AT2406BLBL2,AT2406,Atomik 2406(Atk-7374Liso)Soquete Liso x2 Bl/Bl 2,Atomik,2406,BL/BL,2,2,MATCH_ALTO,alta,96,B_model+talle+color_overlap_1+color0+pack+marca,140,2406,2406 T2 Atomik Soquete Liso Blanco 2P,,Terminado,12,1329,2406 T2 Atomik Soquete Liso Blanco Logo Negro 1Par,90,1330,2406 T2 Atomik Soquete Liso Negro Logo Blanco 1Par,90
AT2406NENE1,AT2406,Atomik 2406(Atk-7374Liso)Soquete Liso x2 Ne/Ne 1,Atomik,2406,NE/NE,1,2,MATCH_ALTO,alta,96,B_model+talle+color_overlap_1+color0+pack+marca,139,2406,2406 T1 Atomik Soquete Liso Negro 2P,,Terminado,12,1327,2406 T1 Atomik Soquete Liso Blanco Logo Negro 1Par,90,1328,2406 T1 Atomik Soquete Liso Negro Logo Blanco 1Par,90
AT2406NENE2,AT2406,Atomik 2406(Atk-7374Liso)Soquete Liso x2 Ne/Ne 2,Atomik,2406,NE/NE,2,2,MATCH_ALTO,alta,96,B_model+talle+color_overlap_1+color0+pack+marca,141,2406,2406 T2 Atomik Soquete Liso Negro 2P,,Terminado,12,1329,2406 T2 Atomik Soquete Liso Blanco Logo Negro 1Par,90,1330,2406 T2 Atomik Soquete Liso Negro Logo Blanco 1Par,90
AT2407BLBL1,AT2407,Atomik 2407(Atk-Cole)Media Liso x2 Bl/Bl 1,Atomik,2407,BL/BL,1,2,MATCH_ALTO,alta,96,B_model+talle+color_overlap_1+color0+pack+marca,1130,2407,2407 T1 Atomik Media Liso Blanco 2P,,Terminado,15,1333,2407 T1 Atomik Media Liso Blanco Logo Negro 1Par,90,1336,2407 T1 Atomik Media Liso Negro Logo Blanco 1Par,90
AT2407BLBL2,AT2407,Atomik 2407(Atk-Cole)Media Liso x2 Bl/Bl 2,Atomik,2407,BL/BL,2,2,MATCH_ALTO,alta,96,B_model+talle+color_overlap_1+color0+pack+marca,145,2407,2407 T2 Atomik Media Liso Blanco 2P,,Terminado,15,1334,2407 T2 Atomik Media Liso Blanco Logo Negro 1Par,90,1337,2407 T2 Atomik Media Liso Negro Logo Blanco 1Par,90
AT2407BLBL3,AT2407,Atomik 2407(Atk-Cole)Media Liso x2 Bl/Bl 3,Atomik,2407,BL/BL,3,2,MATCH_ALTO,alta,96,B_model+talle+color_overlap_1+color0+pack+marca,148,2407,2407 T3 Atomik Media Liso Blanco 2P,,Terminado,15,1335,2407 T3 Atomik Media Liso Blanco Logo Negro 1Par,90,1338,2407 T3 Atomik Media Liso Negro Logo Blanco 1Par,90
AT2407NENE1,AT2407,Atomik 2407(Atk-Cole)Media Liso x2 Ne/Ne 1,Atomik,2407,NE/NE,1,2,MATCH_ALTO,alta,96,B_model+talle+color_overlap_1+color0+pack+marca,1131,2407,2407 T1 Atomik Media Liso Negro 2P,,Terminado,15,1333,2407 T1 Atomik Media Liso Blanco Logo Negro 1Par,90,1336,2407 T1 Atomik Media Liso Negro Logo Blanco 1Par,90
AT2407NENE2,AT2407,Atomik 2407(Atk-Cole)Media Liso x2 Ne/Ne 2,Atomik,2407,NE/NE,2,2,MATCH_ALTO,alta,96,B_model+talle+color_overlap_1+color0+pack+marca,146,2407,2407 T2 Atomik Media Liso Negro 2P,,Terminado,15,1334,2407 T2 Atomik Media Liso Blanco Logo Negro 1Par,90,1337,2407 T2 Atomik Media Liso Negro Logo Blanco 1Par,90
AT2407NENE3,AT2407,Atomik 2407(Atk-Cole)Media Liso x2 Ne/Ne 3,Atomik,2407,NE/NE,3,2,MATCH_ALTO,alta,96,B_model+talle+color_overlap_1+color0+pack+marca,149,2407,2407 T3 Atomik Media Liso Negro 2P,,Terminado,15,1335,2407 T3 Atomik Media Liso Blanco Logo Negro 1Par,90,1338,2407 T3 Atomik Media Liso Negro Logo Blanco 1Par,90
AT2408BLBL1,AT2408,Atomik 2408 Medias Stripe Kids x2 Bl/Bl 1,Atomik,2408,BL/BL,1,2,MATCH_ALTO,alta,95,B_model+talle+color_overlap_1+color0+pack+marca,1354,2408,2408 T1 Atomik Media Stripe Blanco 2P,,Terminado,15,1363,2408 T1 Atomik Media Stripe Blanco Logo Negro 1Par,89,1366,2408 T1 Atomik Media Stripe Negro Logo Blanco 1Par,89
AT2408BLBL2,AT2408,Atomik 2408 Medias Stripe Kids x2 Bl/Bl 2,Atomik,2408,BL/BL,2,2,MATCH_ALTO,alta,95,B_model+talle+color_overlap_1+color0+pack+marca,1355,2408,2408 T2 Atomik Media Stripe Blanco 2P,,Terminado,15,1364,2408 T2 Atomik Media Stripe Blanco Logo Negro 1Par,89,1367,2408 T2 Atomik Media Stripe Negro Logo Blanco 1Par,89
AT2408BLBL3,AT2408,Atomik 2408 Medias Stripe Kids x2 Bl/Bl 3,Atomik,2408,BL/BL,3,2,MATCH_ALTO,alta,95,B_model+talle+color_overlap_1+color0+pack+marca,1356,2408,2408 T3 Atomik Media Stripe Blanco 2P,,Terminado,15,1365,2408 T3 Atomik Media Stripe Blanco Logo Negro 1Par,89,1368,2408 T3 Atomik Media Stripe Negro Logo Blanco 1Par,89
AT2408NENE1,AT2408,Atomik 2408 Medias Stripe Kids x2 Ne/Ne 1,Atomik,2408,NE/NE,1,2,MATCH_ALTO,alta,95,B_model+talle+color_overlap_1+color0+pack+marca,1357,2408,2408 T1 Atomik Media Stripe Negro 2P,,Terminado,15,1363,2408 T1 Atomik Media Stripe Blanco Logo Negro 1Par,89,1366,2408 T1 Atomik Media Stripe Negro Logo Blanco 1Par,89
AT2408NENE2,AT2408,Atomik 2408 Medias Stripe Kids x2 Ne/Ne 2,Atomik,2408,NE/NE,2,2,MATCH_ALTO,alta,95,B_model+talle+color_overlap_1+color0+pack+marca,1358,2408,2408 T2  Atomik Media Stripe Negro 2P,,Terminado,15,1364,2408 T2 Atomik Media Stripe Blanco Logo Negro 1Par,89,1367,2408 T2 Atomik Media Stripe Negro Logo Blanco 1Par,89
AT2408NENE3,AT2408,Atomik 2408 Medias Stripe Kids x2 Ne/Ne 3,Atomik,2408,NE/NE,3,2,MATCH_ALTO,alta,95,B_model+talle+color_overlap_1+color0+pack+marca,1359,2408,2408 T3 Atomik Media Stripe Negro 2P,,Terminado,15,1365,2408 T3 Atomik Media Stripe Blanco Logo Negro 1Par,89,1368,2408 T3 Atomik Media Stripe Negro Logo Blanco 1Par,89
KP610BLGMNE4,KP610,Kamp 610 Tripack Bl/Gm/Ne 4,Kamp ,610,BL/GM/NE,4,3,MATCH_ALTO,alta,123,B_model+talle+color_overlap_3+color0+pack+marca+jaccard_0.67,340,610,610 T4 Kamp Tripack  Bl/Gm/Ne 3P,,Terminado,6,341,610 T4 Kamp Tripack Blanco 3P,96,342,610 T4 Kamp Tripack Negro 3P,91
LE7538BLBL5,C1 37538-M003,Levis 7538-M003 Mid Cut Sport Stripe 2P Bl/Bl 5,Levis,37538,BL/BL,5,2,MATCH_ALTO,alta,100,B_model+talle+color_overlap_1+color0+pack+marca+jaccard_0.54,524,37538,37538-M003 T5 Levis Mid Cut Sport Stripe Blanco 2P,37538-M003 T40/43,Terminado,3,525,37538-M002 T5 Levis Mid Cut Batwing Logo Marino 3P,73,526,37538-M001 T5 Levis Mid Cut Batwing Logo Negro 3P,73
LE7538BLNE5,LE7538,Levis 7538-M004 Mid Cut Sport Stripe 2P Bl/Ne 5,Levis,7538,BL/NE,5,2,MATCH_ALTO,alta,92,B_model+talle+color_overlap_1+color0+marca+jaccard_0.38,1107,,7538 T5 Levis Mid Cut Sport Stripe Blanco Logo Rojo 1Par,,Fabricado,3,1105,7538 T5 Levis Mid Cut Batwing Logo Negro Logo Rojo 1Par,84,1106,7538 T5 Levis Mid Cut Batwing Logo Marino Logo Rojo 1Par,74
LE7539MNMNMN5,G2 37538-M002,Levis (7539)7538-M002 Mid Cut Batwing Logo 3P Mn/Mn/Mn 5,Levis,37538,MN/MN/MN,5,3,MATCH_ALTO,alta,100,B_model+talle+color_overlap_1+color0+pack+marca+jaccard_0.50,525,37538,37538-M002 T5 Levis Mid Cut Batwing Logo Marino 3P,37538-M002 T40/43,Terminado,3,526,37538-M001 T5 Levis Mid Cut Batwing Logo Negro 3P,83,524,37538-M003 T5 Levis Mid Cut Sport Stripe Blanco 2P,73
LE7539NENENE5,G1 37538-M001,Levis (7539)7538-M001 Mid Cut Batwing Logo 3P Ne/Ne/Ne 5,Levis,37538,NE/NE/NE,5,3,MATCH_ALTO,alta,100,B_model+talle+color_overlap_1+color0+pack+marca+jaccard_0.50,526,37538,37538-M001 T5 Levis Mid Cut Batwing Logo Negro 3P,37538-M001 T40/43,Terminado,3,525,37538-M002 T5 Levis Mid Cut Batwing Logo Marino 3P,83,524,37538-M003 T5 Levis Mid Cut Sport Stripe Blanco 2P,73
LE7571BLBL5,B1 37571-M003,Levis 7571-M003 Low Cut Sport Stripe 2P Bl/Bl 5,Levis,37571,BL/BL,5,2,MATCH_ALTO,alta,100,B_model+talle+color_overlap_1+color0+pack+marca+jaccard_0.54,527,37571,37571-M003 T5 Levis Low Cut Sport Stripe Blanco 2P,37571-M003 T40/43,Terminado,1,,,,,,
LE7862MNMN5,E1 37864-M002,Levis (7862)7864-M002 Reg Cut Wordmark Logo 2P Mn/Mn 5,Levis,37864,MN/MN,5,2,MATCH_ALTO,alta,100,B_model+talle+color_overlap_1+color0+pack+marca+jaccard_0.50,592,37864,37864-M002 T5 Levis Reg Cut Wordmark Logo Marino 2P,37864-M002 T40/43,Terminado,3,593,37864-M004 T5 Levis Reg Cut Wordmark Logo Ne/M4 2P,82,599,37864-M003 T5 Levis Reg Cut Sport Stripe Blanco 2P,79
LE7863BLBLBL4,F2 37863-W002,Levis (7861)7863-W002 Low Cut Wordmark Logo 3P Bl/Bl/Bl 4,Levis,37863,BL/BL/BL,4,3,MATCH_ALTO,alta,98,B_model+talle+color_overlap_1+color0+pack+marca+jaccard_0.40,594,37863,37863-W002 T4 Levis Women Low Cut Logo Blanco 3P,37863-W002 T35/39,Terminado,5,595,37863-W001 T4 Levis Women Low Cut Logo Negro 3P,81,596,37863-M003 T5 Levis Low Cut Wordmark Logo Blanco 3P,63
LE7863GTM4BL5,A2 37863-M004,Levis 7863-M004 Low Cut Wordmark Logo 3P Gt/M4/Bl 5,Levis,37863,M4/BL,5,3,MATCH_ALTO,alta,114,B_model+talle+color_overlap_2+color0+pack+marca+jaccard_0.71,597,37863,37863-M004 T5 Levis Low Cut Wordmark Logo Gt/M4/Bl 3P,37863-M004 T40/43,Terminado,5,596,37863-M003 T5 Levis Low Cut Wordmark Logo Blanco 3P,92,598,37863-M001 T5 Levis Low Cut Wordmark Logo Negro 3P,82
LE7864BLBL5,D1 37864-M003,Levis 7864-M003 Reg Cut Sport Stripe 2P Bl/Bl 5,Levis,37864,BL/BL,5,2,MATCH_ALTO,alta,100,B_model+talle+color_overlap_1+color0+pack+marca+jaccard_0.54,599,37864,37864-M003 T5 Levis Reg Cut Sport Stripe Blanco 2P,37864-M003 T40/43,Terminado,3,592,37864-M002 T5 Levis Reg Cut Wordmark Logo Marino 2P,80,593,37864-M004 T5 Levis Reg Cut Wordmark Logo Ne/M4 2P,79
LE7867BLBL4,H2 37867-W002,Levis 7867-W002 Women Low Rise Logo 2P Bl/Bl 4,Levis,37867,BL/BL,4,2,MATCH_ALTO,alta,100,B_model+talle+color_overlap_1+color0+pack+marca+jaccard_0.54,600,37867,37867-W002 T4 Levis Women Low Rise Logo Blanco 2P,37867-W002 T35/39,Terminado,2,601,37867-W001 T4 Levis Women Low Rise Logo Negro 2P,83,,,
LE7867NENE4,H1 37867-W001,Levis 7867-W001 Women Low Rise Logo 2P Ne/Ne 4,Levis,37867,NE/NE,4,2,MATCH_ALTO,alta,100,B_model+talle+color_overlap_1+color0+pack+marca+jaccard_0.54,601,37867,37867-W001 T4 Levis Women Low Rise Logo Negro 2P,37867-W001 T35/39,Terminado,2,600,37867-W002 T4 Levis Women Low Rise Logo Blanco 2P,83,,,
PU1015BLGMMN4,o4-906978/13,Puma 6978-13 Quarter 3P Bl/Gm/Mn 4,Puma,906978,BL/GM/MN,4,3,MATCH_ALTO,alta,120,B_model+talle+color_overlap_3+color0+pack+marca+jaccard_0.54,9,906978,906978-13 T4 Puma Unisex Quarter Plain Bl/Gm/Mn 3P,906978-13 T110,Terminado,11,10,906978-21 T4 Puma Unisex Quarter Plain Bl/Ne/Gm 3P,106,13,906978-08 T4 Puma Unisex Quarter Plain Rs/Bl/Gm 3P,106
PU1015BLNEGM4,o0-906978/21,Puma 6978-21 Quarter 3P Bl/Ne/Gm 4,Puma,906978,BL/NE/GM,4,3,MATCH_ALTO,alta,120,B_model+talle+color_overlap_3+color0+pack+marca+jaccard_0.54,10,906978,906978-21 T4 Puma Unisex Quarter Plain Bl/Ne/Gm 3P,906978-21 T110,Terminado,11,9,906978-13 T4 Puma Unisex Quarter Plain Bl/Gm/Mn 3P,106,13,906978-08 T4 Puma Unisex Quarter Plain Rs/Bl/Gm 3P,106
PU1015RSBLGM4,o4-906978/08,Puma 6978-08 Quarter 3P Rs/Bl/Gm 4,Puma,906978,RS/BL/GM,4,3,MATCH_ALTO,alta,120,B_model+talle+color_overlap_3+color0+pack+marca+jaccard_0.54,13,906978,906978-08 T4 Puma Unisex Quarter Plain Rs/Bl/Gm 3P,906978-08 T110,Terminado,11,9,906978-13 T4 Puma Unisex Quarter Plain Bl/Gm/Mn 3P,101,10,906978-21 T4 Puma Unisex Quarter Plain Bl/Ne/Gm 3P,101
PU1025AOAEMN5,p4/906807/16,Puma 6807-16 Inv. Sneaker 3P Ao/Ae/Mn 5,Puma,906807,AO/AE/MN,5,3,MATCH_ALTO,alta,120,B_model+talle+color_overlap_3+color0+pack+marca+jaccard_0.54,33,906807,906807-16 T5 Puma Invisible Sneaker Ao/Ae/Mn 3P,906807-16 T130,Terminado,13,23,906807-03 T5 Puma Invisible Sneaker Blanco 3P,79,36,906807-03 T5 Puma Invisible Sneaker Blanco 3P,79
PU1025BLNEGM4,o7-906807/15,Puma 6807-15 Inv. Sneaker 3P Bl/Ne/Gm 4,Puma,906807,BL/NE/GM,4,3,MATCH_ALTO,alta,120,B_model+talle+color_overlap_3+color0+pack+marca+jaccard_0.54,22,906807,906807-15 T4 Puma Invisible Sneaker Bl/Ne/Gm 3P,906807-15 T110,Terminado,13,28,906807-20 T4 Puma Invisible Sneaker Rs/Bl/Gm 3P,106,30,906807-79 T4 Puma Invisible Sneaker Blanco Logo Tu/Ve/Vi 3P,93
PU1025FUGMM44,p14-906807-12,Puma 6807-12 Inv. Sneaker 3P Fu/Gm/M4 4,Puma,906807,FU/GM/M4,4,3,MATCH_ALTO,alta,120,B_model+talle+color_overlap_3+color0+pack+marca+jaccard_0.54,24,906807,906807-12 T4 Puma Invisible Sneaker Fu/Gm/M4 3P,906807-12 T110,Terminado,13,25,906807-14 T4 Puma Invisible Sneaker Gt/Gm/M4 3P,101,22,906807-15 T4 Puma Invisible Sneaker Bl/Ne/Gm 3P,90
PU1025GTGMM45,p9-906807-14,Puma 6807-14 Puma Inv. Sneaker 3P Gt/Gm/M4 5,Puma,906807,GM/M4,5,3,MATCH_ALTO,alta,110,B_model+talle+color_overlap_2+color0+pack+marca+jaccard_0.54,37,906807,906807-14 T5 Puma Invisible Sneaker Gt/Gm/M4 3P,906807-14 T120,Terminado,13,35,906807-15 T5 Puma Invisible Sneaker Bl/Ne/Gm 3P,95,23,906807-03 T5 Puma Invisible Sneaker Blanco 3P,79
PU1025RSBLGM4,p13-906807/20,Puma 6807-20 Inv. Sneaker 3P Rs/Bl/Gm 4,Puma,906807,RS/BL/GM,4,3,MATCH_ALTO,alta,120,B_model+talle+color_overlap_3+color0+pack+marca+jaccard_0.54,28,906807,906807-20 T4 Puma Invisible Sneaker Rs/Bl/Gm 3P,906807-20 T110,Terminado,13,22,906807-15 T4 Puma Invisible Sneaker Bl/Ne/Gm 3P,101,24,906807-12 T4 Puma Invisible Sneaker Fu/Gm/M4 3P,90
PU1025TUVEVI4,p5-906807-79,Puma 6807-79 Inv. Sneaker 3P Tu/Ve/Vi 4,Puma,906807,VE,4,3,MATCH_ALTO,alta,99,B_model+talle+color_overlap_1+color0+pack+marca+jaccard_0.47,30,906807,906807-79 T4 Puma Invisible Sneaker Blanco Logo Tu/Ve/Vi 3P,906807-79 T110,Terminado,13,27,906807-01 T4 Puma Invisible Sneaker Negro 3P,79,22,906807-15 T4 Puma Invisible Sneaker Bl/Ne/Gm 3P,78
PU1025TUVEVI5,p5-906807-79,Puma 6807-79 Inv. Sneaker 3P Tu/Ve/Vi 5,Puma,906807,VE,5,3,MATCH_ALTO,alta,99,B_model+talle+color_overlap_1+color0+pack+marca+jaccard_0.47,39,906807,906807-79 T5 Puma Invisible Sneaker Blanco Logo Tu/Ve/Vi 3P,906807-79 T120,Terminado,13,23,906807-03 T5 Puma Invisible Sneaker Blanco 3P,79,36,906807-03 T5 Puma Invisible Sneaker Blanco 3P,79
PU3765BLBLGM5,r1-883765/03,PUMA 3765-03 Lifestyle Sock 3P Bl/Bl/Gm 5,Puma,883765,BL/BL/GM,5,3,MATCH_ALTO,alta,110,B_model+talle+color_overlap_2+color0+pack+marca+jaccard_0.55,201,883765,883765-03 T5 Puma Lifestyle Bl/Bl/Gm 3P,883765-03 T120,Terminado,3,202,883765-02 T5 Puma Lifestyle Ne/Ne/Gm 3P,91,1369,883765-00 T5 Puma Lifestyle Su/Su/Su 3P 2da,79
PU3765NENEGM5,r1-883765/02,PUMA 3765-02 Lifestyle Sock 3P Ne/Ne/Gm 5,Puma,883765,NE/NE/GM,5,3,MATCH_ALTO,alta,110,B_model+talle+color_overlap_2+color0+pack+marca+jaccard_0.55,202,883765,883765-02 T5 Puma Lifestyle Ne/Ne/Gm 3P,883765-02 T120,Terminado,3,201,883765-03 T5 Puma Lifestyle Bl/Bl/Gm 3P,91,1369,883765-00 T5 Puma Lifestyle Su/Su/Su 3P 2da,79
PU504BLNEGM5,p1-906807/15,PUMA 6807-15 Inv. Sneakers 3P Bl/Ne/Gm 5,Puma,906807,BL/NE/GM,5,3,MATCH_ALTO,alta,118,B_model+talle+color_overlap_3+color0+pack+marca+jaccard_0.43,35,906807,906807-15 T5 Puma Invisible Sneaker Bl/Ne/Gm 3P,906807-15 T120,Terminado,13,23,906807-03 T5 Puma Invisible Sneaker Blanco 3P,92,36,906807-03 T5 Puma Invisible Sneaker Blanco 3P,92
PU5476BLBL4,z13-935476-01,Puma 5476-01 Sport Light Sneaker x2 Bl/Bl 4,Puma,935476,BL/BL,4,2,MATCH_ALTO,alta,97,B_model+talle+color_overlap_1+color0+pack+marca+jaccard_0.38,282,935476,935476-01 T4 Puma Sport Light Sneaker Blanco 2P,935476-01 T110,Terminado,7,283,935476-05 T4 Puma Sport Light Sneaker Coral 2P,80,284,935476-02 T4 Puma Sport Light Sneaker Negro 2P,80
PU5476BLBL5,z14-935476-01,Puma 5476-01 Sport Light Sneaker x2 Bl/Bl 5,Puma,935476,BL/BL,5,2,MATCH_ALTO,alta,97,B_model+talle+color_overlap_1+color0+pack+marca+jaccard_0.38,286,935476,935476-01 T5 Puma Sport Light Sneaker Blanco 2P,935476-01 T120,Terminado,7,285,935476-04 T5 Puma Sport Light Sneaker Francia 2P,80,287,935476-03 T5 Puma Sport Light Sneaker Naranja 2P,80
PU5476NENE4,z13-935476-02,Puma 5476-02 Sport Light Sneaker x2 Ne/Ne 4,Puma,935476,NE/NE,4,2,MATCH_ALTO,alta,97,B_model+talle+color_overlap_1+color0+pack+marca+jaccard_0.38,284,935476,935476-02 T4 Puma Sport Light Sneaker Negro 2P,935476-02 T110,Terminado,7,282,935476-01 T4 Puma Sport Light Sneaker Blanco 2P,80,283,935476-05 T4 Puma Sport Light Sneaker Coral 2P,80
PU5476NENE5,z14-935476-02,Puma 5476-02 Sport Light Sneaker x2 Ne/Ne 5,Puma,935476,NE/NE,5,2,MATCH_ALTO,alta,97,B_model+talle+color_overlap_1+color0+pack+marca+jaccard_0.38,288,935476,935476-02 T5 Puma Sport Light Sneaker Negro 2p,935476-02 T120,Terminado,7,285,935476-04 T5 Puma Sport Light Sneaker Francia 2P,80,286,935476-01 T5 Puma Sport Light Sneaker Blanco 2P,80
PU6245NENE4,n7-906245/01,Puma 6245-01 Footie 2P Ne/Ne 4,Puma,906245,NE/NE,4,2,MATCH_ALTO,alta,98,B_model+talle+color_overlap_1+color0+pack+marca+jaccard_0.40,358,906245,906245-01 T4 Puma Footie Negro 2P,906245-01 T110,Fabricado,7,355,906245-02 T4 Puma Footie Blanco 2P,80,356,906245-18 T4 Puma Footie Gris Mel 2P,80
PU6800BLBL4,k69-906800/02,Puma 6800-02 Cushioned Sneaker Px2 Bl/Bl 4,Puma,906800,BL/BL,4,2,MATCH_ALTO,alta,96,B_model+talle+color_overlap_1+color0+pack+marca,407,906800,906800-02 T4 Puma Cushioned Sneaker Blanco 2P,906800-02 T110,Terminado,5,408,906800-01 T4 Puma Cushioned Sneaker Negro 2P,79,1386,906800-00 T4 Puma Cushioned Sneaker Su/Su 2P 2da,79
PU6800BLBL5,k6-906800/02,Puma 6800-02 Cushioned Sneaker Px2 Bl/Bl 5,Puma,906800,BL/BL,5,2,MATCH_ALTO,alta,96,B_model+talle+color_overlap_1+color0+pack+marca,409,906800,906800-02 T5 Puma Cushioned Sneaker Blanco 2P,906800-02 T120,Terminado,5,410,906800-01 T5 Puma Cushioned Sneaker Negro 2P,79,407,906800-02 T4 Puma Cushioned Sneaker Blanco 2P,61
PU6800NENE4,k6-906800/01,Puma 6800-01 Cushioned Sneaker Px2 Ne/Ne 4,Puma,906800,NE/NE,4,2,MATCH_ALTO,alta,96,B_model+talle+color_overlap_1+color0+pack+marca,408,906800,906800-01 T4 Puma Cushioned Sneaker Negro 2P,906800-01 T110,Terminado,5,407,906800-02 T4 Puma Cushioned Sneaker Blanco 2P,79,1386,906800-00 T4 Puma Cushioned Sneaker Su/Su 2P 2da,79
PU6800NENE5,k69-906800/01,Puma 6800-01 Cushioned Sneaker Px2 Ne/Ne 5,Puma,906800,NE/NE,5,2,MATCH_ALTO,alta,96,B_model+talle+color_overlap_1+color0+pack+marca,410,906800,906800-01 T5 Puma Cushioned Sneaker Negro 2P,906800-01 T120,Terminado,5,409,906800-02 T5 Puma Cushioned Sneaker Blanco 2P,79,408,906800-01 T4 Puma Cushioned Sneaker Negro 2P,61
PU681BLNEGM5,o2-906978/21,PUMA 6978-21 Quarter 3P Bl/Ne/Gm 5,Puma,906978,BL/NE/GM,5,3,MATCH_ALTO,alta,120,B_model+talle+color_overlap_3+color0+pack+marca+jaccard_0.54,14,906978,906978-21 T5 Puma Unisex Quarter Plain Bl/Ne/Gm 3P,906978-21 T120,Terminado,11,18,906978-08 T5 Puma Unisex Quarter Plain Rs/Bl/Gm 3P,106,15,906978-07 T5 Puma Unisex Quarter Plain Blanco 3P,94
